lang_a,lang_b,idx_a,idx_b,similarity,mutual,url_a,url_b
en,pt,4393,366,0.2127,True,https://americanpress.com/2024/06/19/tropical-storm-alberto-forms-in-southwest-gulf-1st-named-storm-of-the-hurricane-season/,https://metsul.com/frente-fria-poderosa-trara-onda-de-tempestades-em-varios-estados/
en,es,849,879,0.2124,True,https://colombiareports.com/activists-protest-colombia-fta-outside-white-house/,https://www.diarioadn.co/noticias/colombia-defiende-una-paz-imperfecta-en-quinto-ano-del-acuerdo-con-las-farc+articulo+53487
en,es,942,1169,0.2121,True,https://thebogotapost.com/la-guajira-strikes/550/,https://www.elheraldo.co/region-caribe/estado-del-clima-lluvias-asociadas-onda-tropical-causan-inundaciones-en-riohacha?utm_source=ELHERALDO&utm_medium=articulo&utm_campaign=recirculacion&utm_term=lea-tambien
es,pt,1137,368,0.2112,True,https://www.eje21.com.co/2010/09/avances-en-geotecnia-sern-socializados-en-la-universidad-nacional/,http://www2.cemaden.gov.br/radar-em-maceio-vai-monitorar-fenomenos-naturais-em-quatro-estados/
en,pt,4790,344,0.2104,True,https://wsvn.com/news/us-world/perseverance-rover-prepares-to-collect-martian-samples-that-will-be-sent-to-earth/,http://www2.cemaden.gov.br/cemaden-instala-equipamentos-para-monitoramento-de-deslizamentos-em-angra-dos-reis-rj/
en,es,4610,955,0.2104,False,https://www.cbsnews.com/amp/news/hurricane-idalia-landfall-category-wind-speeds-florida-impact-path-meteorologists/,https://www.elheraldo.co/region-caribe/iota-paso-huracan-de-categoria-4-y-esta-73-km-de-providencia-773629
en,es,4940,671,0.2097,True,https://www.climatecentral.org/news/alaska-roasts-during-october-reigniting-wildfire-16678,http://www.ideam.gov.co/web/atencion-y-participacion-ciudadana/servicios-pronosticos-alertas?inheritRedirect=true
en,pt,4867,219,0.2091,True,https://grist.org/article/2010-10-15-global-warming-promises-stronger-hurricanes/,http://www2.cemaden.gov.br/30102016-previsao-de-risco-geo-hidrologico/
en,pt,4610,367,0.2084,False,https://www.cbsnews.com/amp/news/hurricane-idalia-landfall-category-wind-speeds-florida-impact-path-meteorologists/,https://metsul.com/ciclone-se-forma-na-costa-do-sul-do-brasil-e-provoca-calamidade-na-bahia/
en,es,3924,1118,0.2083,True,https://www.ifrc.org/article/more-effective-response-possible,https://www.cruzrojacolombiana.org/la-cruz-roja-casanare-entrego-soluciones-sanitizantes-a-personal-medico-e-instituciones/
en,es,4552,4525,0.208,False,https://abcnews.go.com/alerts/HurricaneLaura,https://laopinion.com/2020/08/29/al-menos-15-muertos-dejo-el-huracan-laura-a-su-paso-por-estados-unidos/
es,pt,1317,378,0.2079,True,https://www2.laopinion.com.co/colombia/pablo-beltran-defiende-interes-del-eln-por-negociar-y-pide-gestos-de-paz-194910,https://oglobo.globo.com/blogs/lauro-jardim/post/2022/08/pastor-aliado-de-bolsonaro-promete-incendiar-o-7-de-setembro.ghtml
en,es,4822,1316,0.2078,True,https://abc7.com/post/israel-hamas-war-seeks-amendments-gaza-ceasefire-proposal-us-envoy-calls-unacceptable/16614538/,https://www2.laopinion.com.co/colombia/liberacion-se-negociara-en-colombia-mindefensa-160627
en,es,4242,1296,0.2076,True,https://guardian.co.tt/article/marine-pilot-wazim-mohammedfor-the-love-of-drawing-and-a-career-at-sea-6.2.1565527.d618b52f86,https://www.semana.com/agenda/articulo/agnes-varda-un-cine-sin-techo-ni-ley/73521/
en,pt,4825,401,0.2074,True,https://abc7news.com/northern-california-power-outage-pge-pg-and-e-pge-map/7386091/,https://pleno.news/brasil/cidades/chuva-interrompe-fornecimento-de-energia-no-interior-da-bahia.html
en,es,4717,1173,0.2063,False,https://grist.org/health/how-californias-salton-sea-went-from-vacation-destination-to-toxic-nightmare/,https://www.elheraldo.co/sociedad/isla-verde-la-atlantida-del-caribe-colombiano-941643
en,pt,4314,399,0.206,True,http://www.miaminewtimes.com/best-of-miami/2009/people-and-places/best-15-minutes-of-fame-6402054,https://extra.globo.com/esporte/fluminense/a-rejeicao-no-primeiro-clube-interesse-por-novelas-o-lado-cantor-as-varias-faces-do-craque-deco-4880130.html
en,es,3943,3911,0.2048,True,https://www.thepanamanews.com/2015/09/harrington-the-acp-and-international-media/,https://www.thepanamanews.com/2015/11/zarate-crisis-politica-y-ordenamiento-juridico-en-panama/
en,es,858,1157,0.204,True,https://thebogotapost.com/bagazal-bring-on-the-bulldozers/40185/,https://www.elespectador.com/ambiente/denuncian-la-destruccion-de-varias-hectareas-de-frailejones-en-paramo-de-boyaca-article/
en,es,4945,1075,0.204,True,https://www.climatecentral.org/news/climate-satellite-gaps-are-risky-business-for-feds-18653,https://razonpublica.com/impuestos-por-que-tantas-reformas-y-tantos-subterfugios/
es,pt,850,403,0.204,True,https://razonpublica.com/dano-a-la-reserva-forestal-que-protege-a-manizales/,https://g1.globo.com/al/alagoas/noticia/ana-autoriza-nova-reducao-da-vazao-do-rio-sao-francisco-em-xingo-e-sobradinho.ghtml
en,es,4812,3936,0.2037,False,http://www.miaminewtimes.com/best-of-miami/2000/people-and-places/best-local-writer-6398388,https://www.laestrella.com.pa/cafe-estrella/cultura/190908/jorge-artel-poeta-amigo
es,pt,760,301,0.2032,True,https://www.elheraldo.co/atlantico/ideam-anuncia-que-las-lluvias-podrian-extenderse-hasta-2023-942727?utm_source=ELHERALDO&utm_medium=articulo&utm_campaign=recirculacion&utm_term=lea-tambien,http://www2.cemaden.gov.br/boletim-de-impactos-em-areas-estrategicas-para-o-brasil-29102018/
en,pt,4813,398,0.203,True,http://www.miaminewtimes.com/best-of-miami/2007/bars-and-clubs/best-latin-rock-band-6401164,https://portalamazonia.com/cultura/musica?start=620
en,pt,4361,423,0.2027,False,http://www.miaminewtimes.com/best-of-miami/2007/food-and-drink/best-fish-sandwich-6401404,https://portalamazonia.com/estados/amazonas/nostalgia-relembre-cinemas-de-rua-de-manaus
en,es,4571,1131,0.2021,False,https://meridianstar.com/2022/09/30/disaster-response/,https://www.eje21.com.co/2010/03/hoy-regresa-a-la-libertad-pablo-emilio-moncayo/
es,pt,1121,388,0.202,False,https://www.cruzrojacolombiana.org/la-smart-clinic-inicia-operaciones-en-el-departamento-del-atlantico/,http://www.cruzvermelha.org.br/pb/em-uniao-com-salesforce-e-parceiros-cruz-vermelha-brasileira-doa-mais-de-150-mil-itens-hospitalares-e-120-cartoes-alimentacao-em-palmas/
en,pt,4742,376,0.2018,True,https://abc7.com/post/hurricane-sally-tracker-weather-track/6423415/,https://metsul.com/alerta-de-chuva-volumosa-com-risco-a-populacao-na-bahia/
en,pt,4540,229,0.2017,True,https://abc7chicago.com/post/severe-weather-in-houston-tx-storm-damage/14830784/,https://noticias.r7.com/brasil/teresina-tem-situacao-de-emergencia-por-causa-das-chuvas-03012022
en,es,4565,1160,0.201,True,https://grist.org/indigenous/peru-shipibo-people-fighting-reclaim-protected-ar/?utm_campaign=Hot%20News&utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-_VwgBxcB3DaINupco5RsczM3SY7XDfbd1eHqR6gbAEgRjvvPxxgkJZpUcf5UqkJdrow-lw,https://www.elespectador.com/ambiente/guardaparques-de-la-amazonia-salen-de-areas-protegidas-por-amenazas-article-906118/
es,pt,1172,386,0.2009,False,https://www.elheraldo.co/sociedad/barranquijazz-festival-revela-su-nomina-para-celebrar-sus-25-anos-852047,https://www.ibahia.com/colunistas/feed-ba/feed-ba-rio-vermelho-se-movimenta-com-mais-cultura-na-casa-rosa
en,es,4724,842,0.2009,True,https://wsvn.com/news/us-world/new-england-preps-for-1st-hurricane-in-30-years-with-henri/,https://cablenoticias.tv/petro-advierte-de-un-plan-para-suspender-elecciones-del-29-de-mayo/
en,es,4955,887,0.2004,False,https://www.climatecentral.org/news/western-warmth-drives-temps-higher-20324,https://www.elespectador.com/ambiente/bibo/el-cambio-climatico-ya-esta-aqui-ahora-que-nos-espera/
en,pt,4548,373,0.1999,True,https://abcnews.go.com/2020/video/jennifer-lawrence-talks-tackling-fame-21272303,http://www2.cemaden.gov.br/author/cristina-lourenco/
en,es,114,75,0.1997,False,https://cdema.org/news-centre/press-releases/1820-cdema-and-mapaction-partner-to-enhance-speed-and-effectiveness-of-disaster-response-in-caribbean,https://cdema.org/ews-project
en,es,4729,1060,0.1993,True,https://www.climatecentral.org/news/extreme-uk-rains-more-likely-with-warming-19801,https://razonpublica.com/el-desafio-liberal-entre-el-poder-y-la-moderacion/
en,pt,4817,412,0.199,True,https://6abc.com/post/what-to-do-if-theres-a-tsunami/2979918/,http://www.cruzvermelha.org.br/pb/com-parceiros-cruz-vermelha-brasileira-doa-75-mil-itens-hospitalares-e-kits-de-higiene-em-rio-branco/
en,es,4585,955,0.1989,False,https://wsvn.com/news/us-world/jerry-strengthens-into-cat-2-hurricane-the-national-hurricane-center-says/,https://www.elheraldo.co/region-caribe/iota-paso-huracan-de-categoria-4-y-esta-73-km-de-providencia-773629
es,pt,1191,414,0.1988,False,https://www.eltiempo.com/archivo/documento/CMS-16420204,https://www.cemaden.gov.br/publicacoes-cemaden/
en,es,861,767,0.1985,True,https://thebogotapost.com/hurricane-matthew-wreaks-havoc/18436/,https://razonpublica.com/huracanes-y-terremotos-y-como-esta-colombia/
en,es,1096,931,0.1975,True,https://thebogotapost.com/norte-de-santander-gun-attack-kills-nine/31332/,https://www2.laopinion.com.co/colombia/gobierno-aclara-que-no-hay-acercamientos-con-el-eln-en-cuba-180243
en,es,4215,671,0.197,False,http://www.metoffice.gov.tt/Climate,http://www.ideam.gov.co/web/atencion-y-participacion-ciudadana/servicios-pronosticos-alertas?inheritRedirect=true
en,es,83,955,0.197,False,https://cdema.org/news-centre?start=216,https://www.elheraldo.co/region-caribe/iota-paso-huracan-de-categoria-4-y-esta-73-km-de-providencia-773629
en,es,4208,1207,0.1967,True,https://odpm.gov.tt/node/1497,https://www.lafm.com.co/colombia/gobernador-de-antioquia-pide-declarar-calamidad-nacional-ante-las-fuertes-lluvias
es,pt,934,325,0.1966,True,https://www.elespectador.com/actualidad/en-la-serrania-no-brilla-el-oro-article-2862/,http://www2.cemaden.gov.br/05092016-previsao-de-riscos-geo-hidrologicos/
en,es,440,1108,0.1966,True,https://www.fao.org/3/cb4477en/online/cb4477en.html,https://www.canalrcn.com/basic-page/terminos-y-condiciones/
es,pt,939,423,0.1965,False,https://telepacifico.com/siemprecineseptiembre/,https://portalamazonia.com/estados/amazonas/nostalgia-relembre-cinemas-de-rua-de-manaus
en,pt,4628,394,0.196,True,https://www.abcactionnews.com/news/region-pinellas/the-standard-apartments-city-of-clearwater-explain-flooding-cause-after-hurricane-milton,https://www.ibahia.com/carnaval/marcio-victor-revela-maior-perrengue-vivido-no-carnaval-baiano
en,pt,4810,423,0.1956,False,http://www.miaminewtimes.com/best-of-miami/2000/food-and-drink/best-chain-restuarant-6356081,https://portalamazonia.com/estados/amazonas/nostalgia-relembre-cinemas-de-rua-de-manaus
en,es,1307,1109,0.1952,False,https://www.unhcr.org/ir/2016/06/29/with-1-human-in-every-113-affected-forced-displacement-hits-record-high/,https://www.contagioradio.com/cidh-preocupada-por-alto-numero-personas-desplazamiento-forzado-colombia/
en,es,451,968,0.1949,True,https://www.oxfam.org/en/press-releases/almost-half-g20-countries-have-failed-deliver-global-fight-against-ebola,https://www.elespectador.com/ambiente/america-latina-trata-de-no-pasar-desapercibida-en-la-cop27/
en,es,4641,1039,0.1936,True,https://www.climatecentral.org/climate-matters/record-rain,https://diariodelhuila.com/creacion-de-empresas-en-regiones-pdet-cayo-42/
en,es,4564,1176,0.1935,True,https://grist.org/food/what-americas-nutty-demand-for-almonds-is-doing-to-california/,https://www.elnuevosiglo.com.co/articulos/03-29-2021-los-tesoros-que-esconde-la-puerta-de-la-amazonia-colombiana
en,es,422,1017,0.1935,False,https://www.oxfam.org/en/press-releases/six-fold-increase-people-suffering-famine-conditions-pandemic-began,https://colombiacheck.com/chequeos/ni-japon-redujo-casos-de-covid-19-por-legalizar-la-ivermectina-ni-estos-aumentaron-por-las
en,pt,4680,416,0.1934,True,https://www.climatecentral.org/news/biggest-rain-and-snowstorms-likely-to-get-bigger-study-finds-15832,http://www2.cemaden.gov.br/pesquisas-do-cemaden-apontam-fatores-deflagradores-de-deslizamentos-e-o-monitoramento-mais-eficaz/
en,es,4238,75,0.1934,False,https://www.odpm.gov.tt/Exercises,https://cdema.org/ews-project
es,pt,1132,385,0.1933,True,https://www.eje21.com.co/2010/03/lleg-a-la-libertad-pablo-emilio-moncayo/,https://brasil.elpais.com/brasil/2019/04/27/politica/1556391281_348638.html
en,es,4650,626,0.193,False,https://abc7news.com/las-vegas-flooding-monsoon-season-2022-planet-hollywood/12120367/,https://www.elpais.com.co/cali/alerta-roja-en-rios-del-valle-por-temporada-de-lluvias.html
en,pt,4232,428,0.1922,True,https://www.odpm.gov.tt/node/21,https://metsul.com/experts-internacionais-projetam-forte-tempestade-tropical-na-costa/
en,es,443,1210,0.1918,True,https://www.msf.org/colombia-malaria-caused-falciparum-parasite-spreading-throughout-country,https://www.laopinion.com.co/colombia/omicron-ya-causa-el-60-de-los-nuevos-contagios-en-colombia
en,es,1251,1210,0.1918,False,https://www.msf.org/colombia-malaria-caused-falciparum-parasite-spreading-throughout-country,https://www.laopinion.com.co/colombia/omicron-ya-causa-el-60-de-los-nuevos-contagios-en-colombia
en,es,65,75,0.1918,False,https://cdema.org/ccdrm-fund,https://cdema.org/ews-project
en,pt,4517,401,0.1915,False,https://americanpress.com/2024/05/20/power-restored-to-most-hit-by-deadly-houston-storm-with-full-service-expected-by-wednesday/,https://pleno.news/brasil/cidades/chuva-interrompe-fornecimento-de-energia-no-interior-da-bahia.html
en,pt,4842,262,0.1914,True,https://alaskapublic.org/2015/12/18/alaska-news-nightly-friday-dec-18-2015/,https://www.ibahia.com/empregos/mais-de-160-concursos-publicos-estao-com-inscricoes-abertas-em-todo-pais-veja-lista
en,es,751,1241,0.1913,True,https://colombiareports.com/after-the-flood-how-the-hidroituango-crisis-changed-armed-group-dynamics-in-northern-colombia/,https://www.lasillavacia.com/historias/silla-nacional/medellin-innova-estrategias-para-enfrentar-el-desplazamiento-forzado
es,pt,818,370,0.1908,True,https://www.semana.com/actualidad/articulo/aplicar-de-inmediato-medidas-de-prevencion-por-ciclones-tropicales-en-el-caribe-solicitud-de-la-defensoria/202257/,https://exame.com/brasil/ciclone-deve-provocar-temporais-ventania-e-queda-de-granizo-no-sul-do-brasil/
en,es,1033,1276,0.1907,False,https://colombiareports.com/amnesty-international-urges-government-halt-paramilitaries-north-west-colombia/,https://www.rcnradio.com/bogota/alertan-posibles-atentados-y-presencia-de-grupos-armados-en-bogota
en,es,4778,1218,0.1907,True,https://grist.org/international/climate-adaptation-cop29/,https://www.larepublica.co/economia/colombia-reducira-en-51-la-emision-de-gases-efecto-invernadero-para-el-ano-2030-3255637
en,pt,4200,339,0.1895,False,https://www.guardian.co.tt/news/elderly-among-scores-marooned-in-las-lomas-6.2.1554809.bd551c15bf,https://pleno.news/brasil/cidades/apos-perder-casa-pedreiro-usa-jangada-para-resgatar-vizinhos.html
es,pt,1040,384,0.1891,False,https://elnorte.com.co/index.php/2021/09/30/gobierno-nacional-publica-la-hoja-de-ruta-del-hidrogeno-para-colombia/,https://www.metropoles.com/brasil/bolsonaro-envia-marco-hidrico-ao-congresso-em-alguns-dias-diz-marinho
en,es,132,75,0.1887,False,https://cdema.org/news-centre?start=243,https://cdema.org/ews-project
en,es,415,1117,0.1884,False,https://www.fao.org/3/W0073E/w0073e05.htm,https://www.cruzrojacolombiana.org/el-apoyo-psicosocial-a-la-ninez-del-amazonas-colombiano/
en,es,740,1117,0.1884,False,https://www.fao.org/3/W0073E/w0073e05.htm,https://www.cruzrojacolombiana.org/el-apoyo-psicosocial-a-la-ninez-del-amazonas-colombiano/
es,pt,616,301,0.1883,False,https://www.portafolio.co/economia/infraestructura/danos-por-fuertes-lluvias-70-000-casas-y-2-000-vias-afectadas-573401,http://www2.cemaden.gov.br/boletim-de-impactos-em-areas-estrategicas-para-o-brasil-29102018/
en,es,4777,1166,0.1881,True,https://grist.org/indigenous/this-alaska-native-fishing-village-was-trying-to-power-their-town-then-came-trumps-funding-cuts/,https://www.elheraldo.co/atlantico/este-es-el-plan-para-llevar-agua-las-zonas-rurales-del-atlantico-752755
es,pt,1201,382,0.1879,False,https://www.fao.org/3/ad098s/ad098s13.htm,https://www.ibahia.com/colunistas/ibahia-sobre-rodas-com-fabio-cota/confira-oito-postos-de-salvador-para-abastecer-seu-carro-eletrico
en,pt,4688,423,0.1878,False,http://www.miaminewtimes.com/best-of-miami/2006/food-and-drink/best-peruvian-pollo-a-la-brasa-6401062,https://portalamazonia.com/estados/amazonas/nostalgia-relembre-cinemas-de-rua-de-manaus
es,pt,4569,367,0.1876,True,https://laopinion.com/2020/07/26/video-vientos-de-hanna-derriban-parte-del-muro-fronterizo-de-trump/,https://metsul.com/ciclone-se-forma-na-costa-do-sul-do-brasil-e-provoca-calamidade-na-bahia/
en,es,57,884,0.1874,True,https://cdema.org/virtuallibrary/index.php/charim-hbook/country-data/countrydocs-svg/maps-svg,https://www.eje21.com.co/2010/09/qu-es-el-embalse-multipropsito-del-ro-mapa/
en,es,4929,864,0.1859,True,https://www.ajc.com/news/look-major-coronavirus-developments-over-the-past-week/eAqmbDRVeiPPb2UPvRIfWN/,https://www.bloomberglinea.com/2021/07/22/chile-relaja-restricciones-a-vacunados-por-rapida-caida-de-casos/
en,es,107,1282,0.1854,True,https://thevoiceslu.com/2016/10/annou-bwiye-la-magwit/,https://www.rutasdelconflicto.com/especiales/voces-para-convivencia/volver-raices.html
es,pt,652,362,0.1851,False,https://www.lafm.com.co/colombia/comunidades-en-urrao-antioquia-afectados-porque-la-lluvia-complica-entrega-de-ayuda,https://pleno.news/brasil/cidades/saiba-como-ajudar-as-pessoas-afetadas-pelas-chuvas-na-bahia.html
es,pt,1272,391,0.1844,True,https://www.portafolio.co/economia/inicia-el-regreso-a-clases-presenciales-bajo-el-modelo-de-alternancia-en-colombia-548907,https://www.ibahia.com/empregos/ate-r-299-mil-confira-lista-de-concursos-abertos-no-brasil
es,pt,1047,396,0.1843,True,https://razonpublica.com/alejandro-char-presidente-cacique-domina-la-costa-atlantica/,https://noticias.r7.com/brasilia/alckmin-anuncia-ex-ministros-parlamentares-e-ate-advogado-de-lula-para-transicao-veja-nomes-16112022
en,es,4819,968,0.1843,False,https://abc7.com/climate-change-world-bank-poverty/1075458/,https://www.elespectador.com/ambiente/america-latina-trata-de-no-pasar-desapercibida-en-la-cop27/
en,es,3929,1065,0.1838,False,https://www.thepanamanews.com/2016/03/corporate-continuity-new-skills-for-the-acp-board/,https://razonpublica.com/el-icanh-y-la-minga-indigena-la-ciencia-al-servicio-de-duque/
en,es,4867,1279,0.183,True,https://grist.org/article/2010-10-15-global-warming-promises-stronger-hurricanes/,https://www.rcnradio.com/judicial/los-del-das-fueron-los-que-me-ensenaron-oficial-retirado-habla-de-los-falsos-positivos
en,pt,4399,191,0.1829,True,https://www.climatecentral.org/climate-matters/summer-2022-in-review,http://www2.cemaden.gov.br/boletim-de-impactos-em-areas-estrategicas-para-o-brasil-09072020/
en,pt,452,412,0.1828,False,https://www.msf.org/drc-ebola-outbreaks,http://www.cruzvermelha.org.br/pb/com-parceiros-cruz-vermelha-brasileira-doa-75-mil-itens-hospitalares-e-kits-de-higiene-em-rio-branco/
en,pt,4885,389,0.1827,True,https://grist.org/international/the-next-climate-battle-in-the-courts-is-over-mental-health/,https://brasil.elpais.com/brasil/2015/08/31/opinion/1441035388_761260.html
en,pt,4373,345,0.1824,True,https://abcnews.go.com/2020/video/divine-province-leader-paid-taxes-26-years-18942052,http://www2.cemaden.gov.br/29122019-previsao-de-risco-geo-hidrologico/
es,pt,1227,402,0.1821,True,https://www.las2orillas.co/el-esmad-es-mas-o-menos-la-nueva-inteligencia-de-petro/,https://www.ibahia.com/carnaval/e-o-tchan-relembra-momentos-policiais-vividos-no-carnaval
en,pt,4795,362,0.182,False,https://www.abcactionnews.com/news/region-pinellas/we-need-these-answers-commercial-haulers-want-the-county-to-act-so-they-can-help-homeowners-clear-storm-debris,https://pleno.news/brasil/cidades/saiba-como-ajudar-as-pessoas-afetadas-pelas-chuvas-na-bahia.html
en,pt,4841,328,0.1817,False,https://abcnews.go.com/alerts/maryland-bridge-collapse,https://www.metropoles.com/brasil/brumadinho-atos-lembram-um-mes-do-rompimento-da-barragem
en,pt,4834,328,0.1817,True,https://abcnews.go.com/alerts/MarylandBridgeCollapse,https://www.metropoles.com/brasil/brumadinho-atos-lembram-um-mes-do-rompimento-da-barragem
en,es,4499,1175,0.1815,True,http://www.miaminewtimes.com/best-of-miami/2010/people-and-places/best-local-politician-6402486,https://www.elnuevosiglo.com.co/articulos/02-04-2022-todavia-extranamos-que-no-haya-propuestas-profundas-y-serias
en,es,797,1008,0.1806,True,https://thebogotapost.com/mocoa-aftermath-of-the-catastrophic-landslide/20729/,https://colombiacheck.com/chequeos/es-cierto-que-la-bancada-del-centro-democratico-aun-no-entrega-sus-donaciones-en-mocoa
es,pt,662,1203,0.1804,True,https://telepacifico.com/mapa-del-sitio/,https://www.fao.org/3/t0395s/T0395S0F.HTM
en,pt,4639,339,0.1803,False,https://wsvn.com/news/us-world/rescue-teams-wade-through-sewage-filled-waters-to-help-flood-victims-in-india/,https://pleno.news/brasil/cidades/apos-perder-casa-pedreiro-usa-jangada-para-resgatar-vizinhos.html
es,pt,618,366,0.1802,True,https://www.vanguardia.com/colombia/continuan-las-alertas-por-deslizamientos-y-crecientes-por-temporada-de-lluvias-DI5280317,https://metsul.com/frente-fria-poderosa-trara-onda-de-tempestades-em-varios-estados/
en,es,56,884,0.1801,False,https://cdema.org/virtuallibrary/index.php/charim-hbook/country-data/countrydocs-gnd/maps-gnd,https://www.eje21.com.co/2010/09/qu-es-el-embalse-multipropsito-del-ro-mapa/
en,es,4307,857,0.1798,True,https://tylerpaper.com/2025/07/07/death-toll-rises-in-tx-flooding/,https://rutasdelconflicto.com/notas/los-elegidos-quedaron-las-curules-deberian-ser-las-victimas
en,es,4409,1268,0.1797,False,https://grist.org/abandoned-oil-gas-wells-permian-texas-new-mexico/?utm_source=texas-observer,https://www.portafolio.co/economia/infraestructura/cartas-para-garantizar-autoabastecimiento-de-petroleo-y-gas-en-colombia-552636
es,pt,1124,389,0.1795,True,https://www.cruzrojacolombiana.org/ronald-y-su-familia-sembrando-y-peluqueando-por-un-mejor-manana/,https://brasil.elpais.com/brasil/2015/08/31/opinion/1441035388_761260.html
en,es,4594,1130,0.1795,True,https://www.ajc.com/news/nation-world/read-donald-trumps-speech-before-us-capitol-riot/TBGCOWF3S5FTHBP3JNA3U42LNM/,https://www.eje21.com.co/2010/02/el-sello-indeleble-de-la-corrupcin/
en,es,4936,807,0.1792,False,https://www.climatecentral.org/climate-matters/ipcc-impacts-adaptation-vulnerability,https://www.eluniversal.com.co/cartagena/cartagena-es-una-de-las-ciudades-mas-vulnerables-al-cambio-climatico-CG5282523
en,pt,4197,259,0.1786,False,https://guardian.co.tt/news/orange-grove-farmers-flooded-out-for-the-4th-time-this-year-6.2.1575565.bbb5674de3,https://brasil.elpais.com/brasil/2019/01/30/politica/1548865246_200956.html
en,es,1306,1117,0.1781,False,https://www.unhcr.org/hk/en/26173-unhcr-seeks-us255-million-to-respond-to-covid-19-outbreak.html,https://www.cruzrojacolombiana.org/el-apoyo-psicosocial-a-la-ninez-del-amazonas-colombiano/
en,es,4806,887,0.1779,False,https://www.climatecentral.org/news/study-reveals-acceleration-of-sea-level-rise-20055,https://www.elespectador.com/ambiente/bibo/el-cambio-climatico-ya-esta-aqui-ahora-que-nos-espera/
es,pt,789,343,0.1776,True,https://canal1.com.co/entretenimiento/estilo-de-vida/salvaron-accidente-de-avion-mexico/,https://www.ibahia.com/brasil/veja-casos-de-politicos-mortos-em-acidentes-aereos
en,es,26,1290,0.1776,True,https://www.cdema.org/virtuallibrary/index.php/charim-hbook/methodology/7-land-use-planning/7-2-comparing-legislation-and-planning-frameworks,https://www.semana.com/actualidad/articulo/conpes-para-atacar-la-deforestacion-en-colombia---noticias-hoy/58375/
en,pt,4844,339,0.177,False,https://alaskapublic.org/2019/05/23/akiak-loses-a-mile-of-riverbank-to-erosion/,https://pleno.news/brasil/cidades/apos-perder-casa-pedreiro-usa-jangada-para-resgatar-vizinhos.html
en,pt,4496,423,0.1763,False,http://www.miaminewtimes.com/best-of-miami/2007/people-and-places/best-hotel-6401280,https://portalamazonia.com/estados/amazonas/nostalgia-relembre-cinemas-de-rua-de-manaus
es,pt,620,405,0.176,False,https://www.contagioradio.com/el-pato-el-rio-que-cambio-para-la-paz-2/,https://www.gazetaweb.com/noticias/cultura/aventura-de-alagoanos-que-navegaram-de-maceio-ao-rio-de-janeiro-em-jangada-completa-100-anos/
es,pt,1177,426,0.176,True,https://www.elnuevosiglo.com.co/articulos/05-11-2022-amenazas-al-mundo,http://www2.cemaden.gov.br/pesquisa-do-cemaden-aponta-que-acao-humana-nas-encostas-e-a-maior-causa-dos-deslizamentos/
en,es,3933,3910,0.1759,True,https://www.thepanamanews.com/2017/08/whats-in-store-for-martinelli-and-his-party/,https://www.prensa.com/locales/Virzi-vinculado-escandalo-Riegos-Tonosi_0_4220578029.html
en,pt,1302,389,0.1758,False,https://www.unhcr.org/50801aea6.html,https://brasil.elpais.com/brasil/2015/08/31/opinion/1441035388_761260.html
en,pt,4831,349,0.1757,True,https://abcnews.go.com/2020/video/john-okeefes-cousins-friends-remember-massachusetts-police-officer-113432569,http://www2.cemaden.gov.br/17062020-previsao-de-risco-geo-hidrologico/
es,pt,742,362,0.1748,False,https://www.lafm.com.co/colombia/por-fuertes-lluvias-declaran-calamidad-publica-en-cinco-municipios-de-antioquia,https://pleno.news/brasil/cidades/saiba-como-ajudar-as-pessoas-afetadas-pelas-chuvas-na-bahia.html
es,pt,1166,339,0.1738,True,https://www.elheraldo.co/atlantico/este-es-el-plan-para-llevar-agua-las-zonas-rurales-del-atlantico-752755,https://pleno.news/brasil/cidades/apos-perder-casa-pedreiro-usa-jangada-para-resgatar-vizinhos.html
en,es,4954,887,0.1734,False,https://www.climatecentral.org/news/young-climate-scientists-interviews-20799,https://www.elespectador.com/ambiente/bibo/el-cambio-climatico-ya-esta-aqui-ahora-que-nos-espera/
en,es,4935,802,0.1734,True,https://www.climatecentral.org/climate-matters/our-changing-national-parks,https://www.elespectador.com/ambiente/blog-el-rio/celebrar-los-humedales-o-enfrentar-las-incertidumbres-de-su-gestion/
en,pt,4320,362,0.1729,False,https://tylerpaper.com/2025/07/05/hill-country-flooding-heres-how-to-give-and-receive-help/?utm_rs=AP_XCO9tXfoSdi9TRDTK4MJOw,https://pleno.news/brasil/cidades/saiba-como-ajudar-as-pessoas-afetadas-pelas-chuvas-na-bahia.html
en,es,4368,4525,0.1726,False,https://abc7news.com/post/18-dead-texas-oklahoma-arkansas-missouri-kansas-severe/14876865/,https://laopinion.com/2020/08/29/al-menos-15-muertos-dejo-el-huracan-laura-a-su-paso-por-estados-unidos/
en,es,3918,1250,0.1725,True,https://newsroompanama.com/news/green-alert-for-panama-in-wake-of-tropical-storm-ian,https://www.minuto30.com/arroyo-arrastro-un-taxi-en-barranquilla/1276619/
es,pt,868,238,0.1724,True,https://www.bloomberglinea.com/2021/09/16/la-salud-mental-podria-ser-la-proxima-victima-del-calentamiento-global/,http://www2.cemaden.gov.br/04122020-previsao-de-risco-geo-hidrologicos/
en,es,4691,621,0.1723,True,https://abc7.com/post/how-help-communities-impacted-hurricane-milton/15412920/,https://www.cruzrojacolombiana.org/la-cruz-roja-colombiana-desarrolla-acciones-humanitarias-frente-a-la-temporada-de-lluvias-en-el-pais/
